gene_id,SRR6819014,SRR6819015,SRR6819016,SRR6819017,SRR6819018,SRR6819019,SRR6819020,SRR6819021,SRR6819022,SRR6819023
FUN_011419,30,62,52,61,101,61,38,49,66,151
FUN_012034,13,18,9,22,23,23,11,32,15,46
FUN_012180,13,32,0,15,40,41,27,34,28,57
FUN_012267,30,58,6,33,74,61,34,50,49,95
FUN_013983,2,7,0,0,2,0,2,6,4,10
FUN_012982,0,0,0,0,0,0,0,0,0,0
FUN_012396,21,50,25,24,69,66,54,71,55,97
FUN_013812,4,7,0,0,12,8,5,0,0,7
FUN_018095,0,0,0,0,0,11,0,24,27,22
FUN_018396,33,218,152,222,114,0,42,0,0,0
FUN_018523,0,0,0,0,0,28,896,0,0,0
FUN_018786,0,0,0,0,0,63,6368,8,6,11
FUN_018675,97,457,389,350,464,38,124,22,9,17
FUN_018835,4,6,8,79,20,11,7,2,5,15
FUN_019027,721,913,704,720,1730,1535,948,1669,1392,2177
FUN_019274,20,48,24,9,173,89,60,151,150,164
FUN_019306,1589,2702,1542,1087,45060,32099,18210,42327,31414,44431
FUN_019529,64,55,76,7,240,47,16,145,59,101
FUN_019472,3314,4878,3613,1688,42760,32858,17153,41463,33103,45567
FUN_019678,531,711,524,446,2440,2642,2206,3304,3123,3246
FUN_020154,2,0,0,4,7,5,0,2,6,0
FUN_020605,1,0,0,0,5,0,0,5,3,4
FUN_019785,2401,2852,1246,1138,15097,5002,1927,5702,4234,7943
FUN_021652,3,0,4,0,4,0,0,2,1,1
FUN_021718,2,0,0,3,0,0,0,3,3,1
FUN_019976,420,504,463,452,926,680,503,846,595,839
FUN_022319,24,21,15,9,19,59,17,51,15,26
FUN_022448,3,7,4,8,9,7,4,0,6,4
FUN_001550,13,0,6,0,4,6,2,9,4,9
FUN_002739,0,0,0,0,7,0,0,10,5,16
FUN_022779,0,21,24,16,12,4,9,0,0,28
FUN_022531,7,3,0,0,9,6,3,0,0,0
FUN_024090,10,18,5,16,19,19,25,13,12,26
FUN_024170,1,2,2,2,2,4,4,3,3,5
FUN_024233,33,58,42,63,68,92,47,47,34,85
FUN_003829,311,377,366,368,643,490,291,500,461,743
FUN_003895,173,243,144,184,496,428,254,481,442,601
FUN_004220,24,30,7,2,34,29,21,33,22,47
FUN_004406,322,361,184,278,633,402,362,643,497,753
FUN_011027,28,20,33,35,48,34,27,54,50,51
FUN_022067,17110,22629,18623,17611,41925,30977,25358,62497,37579,57311
FUN_011765,1,3,2,1,1,1,1,1,2,2
FUN_011906,0,2,0,0,0,0,0,4,4,0
FUN_013715,3,3,0,0,11,8,0,5,7,13
FUN_013852,0,0,0,0,5,0,0,3,0,3
FUN_017897,0,0,3,0,11,0,0,10,0,4
FUN_019473,5,13,0,0,20,0,11,23,10,18
FUN_019628,32,56,36,58,55,53,70,52,34,80
FUN_019929,5,7,17,5,10,11,8,8,11,8
FUN_020038,0,19,10,11,15,18,0,0,18,18
FUN_022430,2,0,3,0,8,4,0,6,10,7
FUN_023115,31,84,44,43,89,76,28,64,68,101
FUN_000771,182,258,264,245,465,272,232,405,367,449
FUN_001007,194,508,325,409,1248,834,991,1215,1221,1264
FUN_002012,7,10,9,19,49,28,43,27,49,50
FUN_002755,227,428,325,340,644,458,351,576,455,635
FUN_002913,57,76,74,58,85,73,58,90,83,84
FUN_004305,4,4,0,0,10,2,0,5,3,8
FUN_005058,18,34,18,24,54,23,28,28,29,42
FUN_005652,2,2,2,5,9,8,2,8,6,10
FUN_007033,0,0,0,0,0,0,0,0,0,0
FUN_007597,0,0,0,0,5,0,0,0,0,0
FUN_007956,3,0,0,0,0,0,0,0,0,0
FUN_008242,0,0,0,0,0,0,0,0,0,0
FUN_008289,344,443,402,435,578,487,365,512,500,626
FUN_008449,132,126,137,148,248,488,548,527,266,680
FUN_008588,8,10,21,9,13,14,6,12,13,24
FUN_009749,23,23,11,6,12,20,12,13,12,15
FUN_010355,39,59,52,46,74,68,45,69,63,106
FUN_010422,33,41,38,46,105,57,43,80,73,117
FUN_010526,7,13,7,10,7,17,8,12,3,12
FUN_010579,22,44,36,32,76,45,37,59,47,71
FUN_011381,2,0,0,0,0,0,0,0,0,0
FUN_011473,0,0,0,5,5,0,0,0,0,4
FUN_011680,21,30,43,12,39,39,18,14,18,35
FUN_014139,17,32,28,22,17,19,13,32,30,33
FUN_016241,3,0,0,0,0,0,0,0,0,0
FUN_016497,5,0,0,0,0,0,0,6,0,4
FUN_017649,0,0,0,0,0,0,0,2,0,0
FUN_008858,713,878,642,987,1627,1297,928,1589,1387,1816
FUN_009023,292,429,518,387,497,504,397,427,369,508
FUN_009116,192,280,376,298,496,340,249,431,357,668
FUN_009169,1459,2034,1200,1428,2357,1566,1667,2183,1891,2377
FUN_009561,64,112,77,69,123,116,75,126,97,140
FUN_009631,32,37,36,41,99,52,39,73,68,111
FUN_018001,257,277,284,235,399,307,390,452,394,488
FUN_018104,28,18,13,22,22,19,33,39,45,53
FUN_018810,29,35,48,20,33,30,17,32,18,38
FUN_018714,164,203,228,268,300,227,148,302,209,320
FUN_018367,2551,3662,3928,3531,4645,3734,3446,4406,3532,4589
FUN_018426,417,460,508,490,951,795,626,884,792,1038
FUN_018566,1227,2036,1561,1322,1688,1342,1706,1630,1270,2026
FUN_018638,3079,4153,3535,3258,5484,4466,4192,5075,4163,5966
FUN_020553,2,18,9,7,26,15,4,29,22,21
FUN_020565,20,36,26,42,92,93,51,113,92,118
FUN_021038,1,3,4,3,2,0,0,0,0,3
FUN_030745,93,162,148,138,213,176,158,250,221,288
FUN_021337,0,2,0,0,3,0,0,0,2,3
FUN_023579,0,2,0,0,3,2,0,0,1,3
FUN_023632,4,1,0,0,20,7,0,20,14,13
FUN_023710,3,0,0,0,5,0,0,5,0,4
FUN_008408,6,13,0,7,25,14,16,11,12,11
FUN_009238,6,7,2,8,16,22,10,18,16,21
FUN_003483,0,0,0,0,0,0,0,0,0,0
FUN_008017,15,26,7,8,23,15,25,15,16,18
FUN_009356,0,17,0,5,14,7,4,27,17,16
FUN_009704,14,50,16,9,51,24,27,63,42,62
FUN_015947,3,0,4,3,3,0,3,4,4,3
FUN_016078,67,73,104,89,117,85,79,84,86,164
FUN_010796,0,0,0,0,0,0,0,0,0,0
FUN_011355,0,0,0,0,0,0,0,0,0,0
FUN_012284,0,0,0,0,0,0,0,0,0,0
FUN_012317,0,0,0,0,0,0,0,0,0,0
FUN_013787,0,0,0,0,0,0,0,0,0,0
FUN_010501,819,1210,1149,1052,1761,1304,1122,1621,1423,1954
FUN_010648,327,540,553,498,691,645,416,572,537,855
FUN_010735,5,0,0,0,0,0,0,0,0,0
FUN_014786,1678,2277,1277,1617,2946,2258,2189,2666,2232,3398
FUN_014731,6,8,11,6,8,6,4,10,8,9
FUN_016615,0,74,0,82,261,144,101,227,114,202
FUN_016325,88,127,43,81,272,179,140,260,169,301
FUN_030746,365,467,416,396,1404,1174,714,1361,1010,1633
FUN_017080,16,25,5,17,75,41,36,51,53,61
FUN_017356,5,60,11,44,13,0,4,0,0,19
FUN_017791,12,39,19,0,48,47,28,64,67,43
FUN_018191,3,0,0,0,3,10,5,5,3,6
FUN_017156,912,1247,1235,1119,1983,1446,1324,1958,1429,2018
FUN_018970,67,126,96,94,162,141,92,94,120,262
FUN_019183,23,28,11,19,35,21,31,15,16,32
FUN_019601,18,25,17,20,63,29,32,56,38,53
FUN_019336,259,285,435,265,316,323,239,327,222,370
FUN_019358,52,63,99,105,88,87,57,62,0,65
FUN_019955,324708,140866,609256,442169,182658,223258,128368,209163,130588,143847
FUN_021043,189,256,268,290,378,261,251,367,261,415
FUN_020199,0,0,0,0,0,0,0,0,0,0
FUN_020842,0,0,0,0,0,0,0,0,0,0
FUN_019930,69,112,66,93,123,104,66,55,111,102
FUN_020010,181,226,284,204,350,301,221,321,275,441
FUN_020252,132,198,203,165,248,211,159,212,236,297
FUN_020471,493,637,406,490,888,690,677,791,755,1030
FUN_020375,8,10,11,11,11,9,12,7,10,12
FUN_020699,601,901,668,616,1042,750,702,867,863,1143
FUN_020894,4373,6100,6271,5736,9811,8020,5250,9027,7883,10676
FUN_020979,72,72,59,51,94,71,54,60,63,101
FUN_021137,1445,2097,2343,2222,3068,2464,1983,2897,2355,3256
FUN_021180,279,351,290,295,690,497,468,649,598,694
FUN_021359,588,624,1255,1019,1033,1131,545,1087,945,1456
FUN_021447,2987,5159,2897,3789,5088,3903,5345,5287,4700,5923
FUN_022146,13,13,8,6,814,699,228,910,707,1133
FUN_022008,58,67,55,52,62,81,76,59,70,93
FUN_022104,107,161,81,34,1892,1163,588,1351,1037,1933
FUN_022410,4,8,4,5,7,7,6,11,3,15
FUN_022200,23,54,46,16,181,143,104,112,137,250
FUN_022235,212,231,273,256,523,517,309,531,451,654
FUN_022450,690,912,715,744,1142,940,745,782,819,1266
FUN_022613,146,158,130,132,251,190,161,273,201,247
FUN_022659,179,195,176,168,518,289,214,491,336,489
FUN_022752,1,0,0,1,4,3,3,2,1,4
FUN_022764,18,30,19,15,36,12,31,29,17,32
FUN_021610,19324,24760,35265,26642,29706,23725,23151,26575,23113,28651
FUN_021633,476,598,616,537,794,597,599,688,633,950
FUN_021820,431,620,358,638,728,622,658,503,500,764
FUN_022922,0,0,0,0,0,0,0,0,0,0
FUN_022803,215,182,304,190,504,461,405,468,375,632
FUN_022847,31,46,28,23,77,50,56,84,72,102
FUN_022980,20,53,78,40,1721,1134,255,1776,1303,2363
FUN_023064,412,583,363,474,1234,892,660,1253,915,1548
FUN_023386,13,20,0,8,26,33,10,36,30,52
FUN_023887,496,696,555,654,691,554,758,730,460,724
FUN_023996,352,607,256,398,497,358,635,1007,599,1245
FUN_000045,51,61,35,58,131,145,48,174,96,136
FUN_001020,671,1083,802,785,2189,1849,1244,2188,1765,2360
FUN_001702,22,29,38,23,36,48,11,15,30,48
FUN_001801,408,602,655,730,852,699,538,776,645,821
FUN_002909,4,2,13,3,10,8,3,3,0,4
FUN_002310,559,1041,920,1070,1508,1368,797,1423,1256,1673
FUN_014761,3,0,0,0,41,83,117,99,111,111
FUN_015062,35,39,34,27,164,246,468,280,301,343
FUN_015137,0,3,0,2,57,144,180,141,152,189
FUN_015398,62,114,65,47,152,137,76,253,158,240
FUN_015286,819,720,411,461,220,103,758,0,4,95
FUN_015611,60,128,119,156,148,127,146,142,143,195
FUN_009051,0,0,0,0,4,0,0,0,0,0
FUN_009100,0,0,0,2,0,0,0,0,1,0
FUN_009126,0,0,0,0,0,0,0,0,0,0
FUN_009187,0,0,0,0,0,0,0,0,0,0
FUN_009280,0,0,0,0,0,0,0,0,0,0
FUN_009410,0,0,0,0,0,0,0,0,0,0
FUN_009957,0,13,10,0,6,0,0,6,8,11
FUN_010387,0,7,0,4,0,0,3,4,0,3
FUN_014173,0,0,0,0,12,45,48,44,78,68
FUN_003272,30,70,63,64,109,101,51,90,107,129
FUN_003541,10,13,11,14,82,155,205,191,228,239
FUN_003654,44,53,81,61,220,466,616,456,483,434
FUN_004455,259,506,355,464,516,426,319,441,418,570
FUN_005970,397,394,420,459,807,651,550,716,625,971
FUN_006228,392,544,625,514,741,576,459,666,542,825
FUN_006343,3,5,2,0,0,0,2,0,0,2
FUN_006742,83,70,71,79,158,126,87,206,141,180
FUN_006786,20,26,11,12,46,51,37,57,33,59
FUN_007142,23,50,15,0,90,0,4,10,0,14
FUN_007197,19,27,20,31,43,45,37,57,45,44
FUN_007507,16,26,0,0,51,4,2,4,2,7
FUN_007572,47,70,76,57,137,140,100,127,101,152
FUN_008021,58,128,101,83,120,106,74,112,119,106
FUN_008410,770,1527,515,64,2465,266,73,152,82,311
FUN_008615,328,743,144,37,1157,57,39,138,38,116
FUN_008877,53,88,76,95,195,177,99,170,163,175
FUN_009510,574,1186,319,36,2622,63,51,241,49,373
FUN_009694,11,21,9,17,37,78,15,34,62,49
FUN_009800,29,68,41,28,91,75,48,125,85,106
FUN_010049,93,119,119,98,428,390,195,450,398,584
FUN_011437,230,374,177,246,517,378,366,342,340,496
FUN_012031,6,6,5,4,11,3,7,13,11,14
FUN_013605,37,88,48,76,79,58,64,109,54,63
FUN_013817,94,159,132,120,240,186,182,175,219,221
FUN_013924,604,767,650,596,789,616,821,822,700,1061
FUN_014242,47,34,28,52,218,390,494,406,440,502
FUN_015795,146,236,174,188,549,406,325,746,462,558
FUN_015998,165,320,195,198,329,752,345,721,707,661
FUN_016188,347,1066,142,21,5796,1259,16,382,171,614
FUN_016291,320,363,202,134,4988,2340,548,5146,3956,5141
FUN_022423,17,30,18,41,51,66,37,61,53,46
FUN_022648,104,126,145,106,188,106,123,150,210,159
FUN_022693,563,703,778,843,1070,833,758,1051,923,1215
FUN_022820,13,30,16,25,45,42,23,31,22,52
FUN_022840,158,266,106,212,419,346,256,341,278,539
FUN_023085,5,0,7,0,0,0,8,7,9,12
FUN_023641,22,44,31,36,162,211,162,293,296,255
FUN_023669,4,13,23,22,24,67,49,103,85,107
FUN_023718,15,10,23,18,30,25,18,42,35,27
FUN_023733,5,12,17,32,46,28,30,58,41,51
FUN_000330,81,148,79,82,145,87,84,112,134,122
FUN_001524,1,4,1,0,325,103,2,236,113,183
FUN_001920,14,22,6,0,502,145,0,182,186,268
FUN_003781,5,33,12,13,21,22,11,37,25,33
FUN_004799,0,0,0,0,0,0,5,0,3,0
FUN_005155,5,9,7,8,18,20,6,20,22,27
FUN_006759,3,0,0,1,2,2,4,2,7,3
FUN_007217,37,50,52,51,100,103,46,94,40,55
FUN_008822,4,10,5,5,0,0,2,2,2,6
FUN_009297,0,0,0,0,0,0,0,5,0,0
FUN_009397,0,4,0,3,3,3,4,2,10,0
FUN_010416,66,82,46,29,178,84,78,90,63,113
FUN_010622,46,58,30,18,131,55,48,62,38,67
FUN_011889,9,0,0,0,0,3,4,9,10,5
FUN_011938,0,0,2,4,3,0,8,4,0,4
FUN_012062,22,25,29,22,34,25,15,28,24,35
FUN_011984,24,55,24,30,53,56,15,79,67,75
FUN_012212,3,4,0,3,0,0,14,0,0,2
FUN_012257,8,6,7,3,5,0,2,0,0,1
FUN_018399,409,446,268,451,136,149,559,21,31,247
FUN_018594,0,0,0,0,0,0,2,1,5,2
FUN_019114,0,0,0,0,0,0,0,4,0,0
FUN_020025,0,0,0,0,4,0,0,0,0,0
FUN_020412,0,0,0,0,0,8,3,0,9,9
FUN_020710,5,11,8,9,16,7,10,16,10,14
FUN_021192,0,14,4,4,15,7,9,10,4,15
FUN_021408,0,0,0,0,0,0,0,0,0,0
FUN_021476,21,47,20,32,40,41,32,45,31,49
FUN_022140,0,0,0,0,2,0,0,2,2,3
FUN_016510,277,345,269,342,826,580,369,845,599,911
FUN_016668,5,8,0,0,0,0,6,20,7,13
FUN_016708,29,20,20,11,30,39,25,31,15,26
FUN_016744,22,65,49,47,71,85,49,93,69,108
FUN_017128,1497,2469,2222,1998,234,452,2084,115,181,556
FUN_017145,577,1522,658,931,16,13,877,22,8,27
FUN_017305,2,6,7,4,4,4,5,8,3,9
FUN_017419,255,308,295,268,530,344,293,387,410,560
FUN_017470,292,404,323,332,939,712,464,780,763,1108
FUN_030747,194,278,264,234,563,385,250,450,407,506
FUN_018175,514,1027,297,234,3136,802,459,1314,1808,1880
FUN_018310,1,2,0,3,1,0,2,1,0,0
FUN_018644,114,149,90,117,415,324,165,338,310,537
FUN_018854,225,283,116,108,4031,3210,628,5157,3676,4596
FUN_019430,16,36,18,42,17272,10220,52,25183,17344,22631
FUN_019700,6577,11220,3615,984,18237,5658,1578,2018,804,2783
FUN_020121,70,146,48,68,187,190,136,99,108,228
FUN_020448,103,144,91,160,249,221,156,254,225,209
FUN_030748,143,225,225,248,313,262,207,325,237,356
FUN_020809,1339,1959,2313,2266,3155,2691,1969,3129,2489,3730
FUN_020858,18343,23748,34243,22746,26651,22295,20904,23686,19678,23730
FUN_020933,875,1059,453,761,965,792,902,784,757,1136
FUN_021229,8,7,8,4,9,0,0,6,5,8
FUN_021265,184,231,198,247,353,264,213,336,323,448
FUN_021552,498,712,732,769,1133,994,763,1082,891,1234
FUN_021623,174,109,42,73,136,97,59,90,64,119
FUN_021661,110,213,155,180,450,402,319,386,400,501
FUN_021823,2644,3180,2439,2597,2969,3276,3157,2854,2695,3596
FUN_021929,254,299,328,383,338,257,266,348,357,374
FUN_030749,138,178,161,157,407,279,154,387,327,504
FUN_022023,420,486,446,483,1306,917,613,1385,1011,1466
FUN_022096,290,323,332,243,1070,870,709,1177,923,1423
FUN_022198,23,14,26,28,45,38,21,29,14,40
FUN_030750,64,54,68,72,147,163,63,133,156,186
FUN_022316,131,117,107,119,182,201,142,246,209,259
FUN_030751,182,224,235,192,257,213,176,207,164,279
FUN_013087,0,10,0,8,0,14,0,11,19,25
FUN_013452,7,16,29,14,22,17,21,19,9,32
FUN_013299,737,962,1062,994,2091,1652,1064,2143,1636,2096
FUN_013652,3,2,8,2,35,18,2,15,2,33
FUN_013779,7,8,5,15,29,37,12,19,17,32
FUN_013882,39,55,21,27,167,101,62,128,90,130
FUN_014017,37,29,21,19,119,89,37,82,74,93
FUN_014433,380,581,346,465,733,616,649,549,539,770
FUN_014660,4,8,2,11,8,15,16,13,8,17
FUN_014678,2,2,0,4,0,4,7,11,11,6
FUN_014743,39,45,21,64,71,50,71,76,57,85
FUN_015465,484,725,846,526,1039,791,720,886,913,1022
FUN_015923,0,7,5,0,6,0,5,0,0,8
FUN_016220,89,102,148,104,168,124,102,167,115,132
FUN_015732,1147,1465,1213,1095,2480,1943,1506,2237,1668,2633
FUN_016328,663,570,1032,78,766,552,226,383,465,378
FUN_016781,10,14,0,0,6,9,19,6,0,16
FUN_016616,258,380,350,283,670,490,302,490,405,735
FUN_016965,8,9,5,0,23,20,17,14,26,37
FUN_018734,14,6,0,0,0,7,0,3,5,8
FUN_019838,0,0,0,0,0,0,0,0,0,5
FUN_019676,5,24,9,8,25,38,13,7,17,35
FUN_019800,2,0,3,1,4,0,1,2,3,3
FUN_018829,20,36,31,20,46,41,25,43,53,61
FUN_019053,5,4,0,0,7,12,4,6,0,31
FUN_019106,6,0,0,7,10,18,7,19,0,28
FUN_019184,676,1038,570,826,2122,1395,885,1859,1659,2417
FUN_020334,266,327,159,259,484,352,343,429,397,535
FUN_020573,188,227,210,194,592,529,333,506,518,641
FUN_020645,34,43,17,36,29,30,41,15,28,41
FUN_020757,193,386,268,372,433,313,302,326,200,456
FUN_020467,2200,2628,2845,2959,5609,3991,3154,5056,4128,5165
FUN_020531,352,443,551,508,845,713,510,810,688,955
FUN_020914,1084,1343,1323,1179,2305,1910,1972,2393,1753,2628
FUN_021003,175,193,189,175,310,199,205,321,244,306
FUN_021030,73,100,94,60,115,101,78,81,59,122
FUN_021097,49,90,61,42,120,95,64,94,91,145
FUN_021203,16,9,0,5,21,7,18,0,0,18
FUN_021375,6,10,0,9,21,17,10,11,9,11
FUN_021565,5,16,5,14,23,13,20,8,12,26
FUN_022447,12,22,21,17,12,7,19,5,26,19
FUN_022537,58,104,54,98,55,36,96,66,67,108
FUN_022793,82,84,77,107,234,181,91,227,163,289
FUN_022614,597,1028,1092,920,1736,1297,936,1667,1288,2142
FUN_022641,187,205,103,162,333,312,283,336,273,389
FUN_022732,235,323,274,256,593,530,294,494,498,627
FUN_022838,0,1,0,0,0,0,0,0,1,0
FUN_022874,881,1357,1033,919,1320,1091,868,1254,1201,1594
FUN_022929,234,360,477,347,390,381,243,330,314,402
FUN_023033,779,947,718,656,1337,1021,977,1139,1066,1473
FUN_023419,0,0,0,0,0,0,0,0,0,0
FUN_023762,106,100,117,118,210,145,128,225,187,249
FUN_023858,7,0,9,4,8,9,7,12,10,13
FUN_023880,3,1,0,2,0,3,1,0,2,0
FUN_023106,1185,1649,1298,1542,2997,2333,2119,2796,2847,3173
FUN_001485,7,4,5,16,21,8,8,9,14,17
FUN_001863,4,8,3,0,3,6,8,4,6,14
FUN_002431,6,0,0,10,12,5,5,0,0,12
FUN_004023,33,66,30,39,97,95,54,72,67,147
FUN_004195,44,107,55,79,96,78,77,91,78,108
FUN_006295,855,1197,679,897,1378,1064,1081,1092,1072,1449
FUN_006873,228,458,456,497,626,453,435,675,517,799
FUN_007584,16,15,2,12,60,47,38,78,63,99
FUN_008560,225,349,139,167,1153,810,394,1022,871,1056
FUN_009258,67,138,99,70,205,167,136,193,165,195
FUN_009460,206,235,143,149,516,384,322,483,421,592
FUN_009654,2,11,1,3,19,6,3,10,11,21
FUN_009982,90,130,35,15,203,30,12,33,27,51
FUN_010114,2,3,0,0,12,7,7,11,0,9
FUN_009808,760,934,1144,1047,2157,1501,981,2259,1467,1957
FUN_010341,42,81,44,61,74,63,30,49,48,63
FUN_010481,31,20,6,0,52,0,4,6,0,21
FUN_010755,37,31,22,22,48,29,41,57,43,44
FUN_010828,5,6,7,3,6,0,0,4,2,4
FUN_030752,22,20,12,16,45,32,35,33,47,28
FUN_011383,15,35,17,36,35,25,31,27,41,44
FUN_012123,25,40,28,34,30,69,35,54,43,63
FUN_011929,13,14,3,9,19,22,13,13,4,16
FUN_012037,3,3,0,0,3,0,0,2,0,9
FUN_012847,10,23,7,15,21,16,27,16,14,28
FUN_013656,11,21,7,14,19,13,25,16,11,24
FUN_014582,199,284,287,265,677,502,422,848,565,800
FUN_014725,0,14,14,25,13,22,15,11,16,35
FUN_030753,1309,1957,2726,2187,3030,2488,1799,2767,2270,2792
FUN_015178,466,380,324,290,410,345,483,204,177,711
FUN_016444,0,0,0,0,0,0,0,0,0,7
FUN_015834,557,755,475,483,1054,924,673,776,773,1127
FUN_016039,89,136,40,56,143,100,131,147,136,224
FUN_017096,560,436,340,179,184,60,193,10,15,303
FUN_017218,1237,1061,677,250,931,214,403,173,187,674
FUN_017318,278,199,120,60,539,173,103,359,343,406
FUN_018711,4,9,8,8,32,14,13,16,16,23
FUN_017641,446,497,459,592,996,698,693,982,908,1110
FUN_019816,100,283,193,258,177,87,138,85,81,125
FUN_021279,1,1,2,1,2,1,1,6,3,2
FUN_021288,3,0,0,3,11,9,4,11,12,9
FUN_021460,13,56,19,17,66,43,14,49,40,44
FUN_019753,0,0,0,0,1,0,0,1,0,0
FUN_018799,5286,7049,5111,4526,13606,5719,5387,7732,5669,9035
FUN_019010,714,839,610,713,1464,1102,889,2046,1328,2488
FUN_019261,117,196,175,316,81,71,234,38,33,62
FUN_019444,36,171,144,290,10,43,132,9,9,21
FUN_019536,23,47,43,71,7,0,15,0,0,14
FUN_019635,426,558,369,464,1549,1387,622,2269,1563,1893
FUN_019765,138,136,199,139,439,364,161,515,380,488
FUN_030754,13,19,8,15,27,15,13,18,16,30
FUN_030755,8,20,8,12,27,14,8,11,14,25
FUN_021942,39,13,4,19,17,8,29,18,11,23
FUN_022089,20,20,0,13,10,8,19,0,20,27
FUN_022202,14,28,8,3,18,12,13,20,12,20
FUN_022349,2,0,0,0,4,0,0,0,1,1
FUN_022384,14,2,1,5,8,5,7,11,9,11
FUN_022523,12,2,0,3,2,0,7,0,1,0
FUN_022573,27,39,5,27,29,12,49,32,45,68
FUN_022661,1326,1620,908,1226,1817,1424,1504,1262,1318,2548
FUN_023141,109,147,192,131,222,188,111,196,219,269
FUN_023352,89,158,91,89,162,118,88,221,110,234
FUN_023226,713,1023,719,886,1630,1181,1142,1896,1336,1608
FUN_023462,130,242,205,133,366,356,181,437,330,651
FUN_023446,9,15,30,31,3,25,40,1,1,3
FUN_023777,0,0,0,0,0,7,6,5,0,13
FUN_023570,137,240,174,181,507,441,331,480,411,590
FUN_023609,221,289,270,193,494,422,198,584,361,406
FUN_000037,60,76,24,50,125,110,64,90,93,173
FUN_001594,47,87,38,54,122,166,56,106,102,168
FUN_002085,22,40,18,13,67,65,31,70,59,58
FUN_006047,186,232,151,182,199,154,187,214,210,255
FUN_006241,249,359,296,309,299,246,265,250,363,391
FUN_006810,341,388,461,400,760,620,531,846,609,837
FUN_007117,145,154,198,152,320,274,156,207,292,377
FUN_030757,99,190,137,109,162,148,87,235,209,247
FUN_007444,24,18,40,44,71,70,41,47,54,67
FUN_007920,1,2,0,2,0,3,2,2,3,6
FUN_007953,9,6,10,2,8,3,1,12,9,8
FUN_007972,5,11,8,11,8,20,14,12,5,15
FUN_002903,2538,2894,1798,1606,3547,2784,2821,3009,2570,3628
FUN_003225,0,0,0,0,0,0,0,0,0,0
FUN_003769,105,138,49,101,64,54,115,83,94,107
FUN_004109,1337,2067,1260,1464,1657,1315,1656,1301,1756,2096
FUN_005007,2723,4100,1852,2756,2375,1863,2963,2191,3247,3690
FUN_005785,289,381,453,345,1086,689,424,939,797,911
FUN_030758,29,64,53,49,86,74,58,123,79,90
FUN_008673,0,13,0,0,8,13,0,23,10,15
FUN_030759,129,204,178,176,725,322,158,1056,402,773
FUN_008444,1204,2045,1378,1106,1530,1039,1447,2042,1046,2092
FUN_009024,84,135,103,120,288,221,146,299,203,276
FUN_009375,19,46,34,37,83,82,36,96,62,98
FUN_009814,80,140,21,91,179,80,123,158,165,255
FUN_009954,593,884,444,584,1456,1047,812,1014,920,1564
FUN_030761,91,104,52,43,437,119,59,383,274,379
FUN_010310,55,56,23,25,97,53,64,71,46,109
FUN_010362,745,810,394,293,1177,775,505,745,635,1030
FUN_030760,293,356,259,286,646,280,228,439,347,472
FUN_012214,120,99,129,54,120,105,107,95,78,136
FUN_012656,298,371,377,398,650,467,355,592,601,788
FUN_013497,69,104,68,79,137,82,64,159,113,152
FUN_014459,56,152,117,112,136,97,95,141,91,99
FUN_014628,54,292,230,211,86,60,66,102,52,93
FUN_012814,468,664,485,519,1079,809,562,853,764,1086
FUN_012955,413,647,621,731,1160,874,756,1254,1003,1243
FUN_030762,254,303,246,274,164,161,226,121,129,176
FUN_014778,157,269,148,300,301,166,658,294,198,415
FUN_015723,0,0,0,0,0,0,0,0,0,0
FUN_015681,16,15,14,14,19,36,11,16,13,27
FUN_015786,777,1282,1453,1224,1464,1187,1184,1404,1296,1491
FUN_015927,146,166,112,188,330,258,149,294,257,381
FUN_016057,987,1185,1081,1129,1694,1258,1218,1717,1247,1706
FUN_016311,70,79,62,82,99,72,65,98,86,85
FUN_016473,91,89,120,93,112,137,65,137,127,166
FUN_016547,74,102,45,56,129,171,140,191,173,230
FUN_016763,94,168,35,106,130,124,145,158,165,201
FUN_016796,167,261,59,201,198,197,195,225,192,307
FUN_016847,1665,2976,1953,2411,3093,2928,2693,3002,2629,3429
FUN_017485,1,6,10,2,0,4,5,4,4,7
FUN_017534,7,7,5,5,18,15,4,7,9,15
FUN_016996,378,503,506,422,791,687,513,736,689,911
FUN_017291,1807,2885,3010,3165,3983,3449,2876,4037,3473,4055
FUN_017867,975,1386,816,979,2106,1450,1324,1967,1686,2304
FUN_018380,33,16,12,20,61,63,37,33,24,56
FUN_018308,917,1850,1363,1199,2018,1742,1294,1942,1287,2379
FUN_023179,0,3,6,0,2,3,0,1,7,0
FUN_023122,620,728,813,686,1086,744,630,1032,759,1144
FUN_023151,28,52,22,21,108,112,18,112,102,101
FUN_023204,407,509,587,594,766,673,480,768,557,844
FUN_023304,4,0,6,2,4,2,0,10,4,5
FUN_023317,0,13,12,10,5,11,16,0,9,20
FUN_023358,41,62,50,119,88,72,55,75,45,83
FUN_023232,680,961,606,590,1426,982,777,1253,1337,1754
FUN_023649,8,7,0,21,0,13,8,0,19,12
FUN_023689,11,34,16,76,27,29,15,16,24,31
FUN_023923,0,0,0,0,0,0,0,0,0,0
FUN_023878,19,27,33,35,70,58,24,65,34,69
FUN_002907,5,2,0,4,11,15,5,25,8,15
FUN_009145,0,0,0,0,0,0,0,0,0,0
FUN_011522,0,0,0,0,0,6,0,0,0,0
FUN_011709,46,66,71,46,107,60,41,82,75,81
FUN_011730,2,1,1,0,1,1,1,1,0,1
